2019-05-16 19:49:48.726 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [xyh.lixue.LixueApplicationTests], using SpringBootContextLoader
2019-05-16 21:19:51.742 [cluster-ClusterId{value='5cdd6377c40ea91d6cb65c6f', description='null'}-127.0.0.1:27017] INFO  org.mongodb.driver.cluster - Discovered cluster type of STANDALONE
2019-05-16 21:19:51.994 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2019-05-16 21:19:52.747 [restartedMain] INFO  org.elasticsearch.plugins.PluginsService - no modules loaded
2019-05-16 21:19:52.749 [restartedMain] INFO  org.elasticsearch.plugins.PluginsService - loaded plugin [org.elasticsearch.index.reindex.ReindexPlugin]
2019-05-16 21:19:52.749 [restartedMain] INFO  org.elasticsearch.plugins.PluginsService - loaded plugin [org.elasticsearch.join.ParentJoinPlugin]
2019-05-16 21:19:52.749 [restartedMain] INFO  org.elasticsearch.plugins.PluginsService - loaded plugin [org.elasticsearch.percolator.PercolatorPlugin]
2019-05-16 21:19:52.749 [restartedMain] INFO  org.elasticsearch.plugins.PluginsService - loaded plugin [org.elasticsearch.script.mustache.MustachePlugin]
2019-05-16 21:19:52.749 [restartedMain] INFO  org.elasticsearch.plugins.PluginsService - loaded plugin [org.elasticsearch.transport.Netty4Plugin]
2019-05-16 21:19:54.536 [restartedMain] INFO  o.s.d.e.client.TransportClientFactoryBean - Adding transport node : 123.207.11.229:9300
2019-05-16 21:19:56.555 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-05-16 21:19:57.379 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2019-05-16 21:19:57.444 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '/lixue'
2019-05-16 21:19:57.455 [restartedMain] INFO  xyh.LixueApplication - Started LixueApplication in 11.686 seconds (JVM running for 15.389)
2019-05-16 21:19:57.512 [restartedMain] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2019-05-16 21:19:57.574 [restartedMain] DEBUG xyh.lixue.user.mapper.UserMapper.getAllUser - ==>  Preparing: select * from user 
2019-05-16 21:19:57.589 [restartedMain] DEBUG xyh.lixue.user.mapper.UserMapper.getAllUser - ==> Parameters: 
2019-05-16 21:19:57.604 [restartedMain] DEBUG xyh.lixue.user.mapper.UserMapper.getAllUser - <==      Total: 3
2019-05-16 21:20:00.593 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/lixue] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-05-16 21:20:00.594 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2019-05-16 21:20:00.610 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 16 ms
2019-05-16 21:20:00.653 [http-nio-8080-exec-1] INFO  xyh.lixue.common.aspect.WebAspect - URL----> http://127.0.0.1:8080/lixue/user/login/test1111
2019-05-16 21:20:00.653 [http-nio-8080-exec-1] INFO  xyh.lixue.common.aspect.WebAspect - IP----> 127.0.0.1
2019-05-16 21:20:30.609 [http-nio-8080-exec-1] DEBUG x.lixue.user.mapper.UserMapper.insertLoginRecords - ==>  Preparing: insert into login_records (user_id) values (?) 
2019-05-16 21:20:30.622 [http-nio-8080-exec-1] DEBUG x.lixue.user.mapper.UserMapper.insertLoginRecords - ==> Parameters: openId(String)
2019-05-16 21:20:30.701 [http-nio-8080-exec-1] INFO  xyh.lixue.common.aspect.WebAspect - RequestTimeConsuming----> 30048 ms
2019-05-16 21:20:30.704 [http-nio-8080-exec-1] ERROR xyh.lixue.common.exception.LixueException - 
### Error updating database.  Cause: com.mysql.jdbc.exceptions.MySQLIntegrityConstraintViolationException: Cannot add or update a child row: a foreign key constraint fails (`lixue`.`login_records`, CONSTRAINT `user` FOREIGN KEY (`user_id`) REFERENCES `user` (`id`) ON DELETE CASCADE ON UPDATE CASCADE)
### The error may exist in xyh/lixue/user/mapper/UserMapper.xml
### The error may involve defaultParameterMap
### The error occurred while setting parameters
### SQL: insert into login_records (user_id)         values (?)
### Cause: com.mysql.jdbc.exceptions.MySQLIntegrityConstraintViolationException: Cannot add or update a child row: a foreign key constraint fails (`lixue`.`login_records`, CONSTRAINT `user` FOREIGN KEY (`user_id`) REFERENCES `user` (`id`) ON DELETE CASCADE ON UPDATE CASCADE)
; Cannot add or update a child row: a foreign key constraint fails (`lixue`.`login_records`, CONSTRAINT `user` FOREIGN KEY (`user_id`) REFERENCES `user` (`id`) ON DELETE CASCADE ON UPDATE CASCADE); nested exception is com.mysql.jdbc.exceptions.MySQLIntegrityConstraintViolationException: Cannot add or update a child row: a foreign key constraint fails (`lixue`.`login_records`, CONSTRAINT `user` FOREIGN KEY (`user_id`) REFERENCES `user` (`id`) ON DELETE CASCADE ON UPDATE CASCADE)
2019-05-16 21:20:30.707 [http-nio-8080-exec-1] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [org.springframework.dao.DataIntegrityViolationException: 
### Error updating database.  Cause: com.mysql.jdbc.exceptions.MySQLIntegrityConstraintViolationException: Cannot add or update a child row: a foreign key constraint fails (`lixue`.`login_records`, CONSTRAINT `user` FOREIGN KEY (`user_id`) REFERENCES `user` (`id`) ON DELETE CASCADE ON UPDATE CASCADE)
### The error may exist in xyh/lixue/user/mapper/UserMapper.xml
### The error may involve defaultParameterMap
### The error occurred while setting parameters
### SQL: insert into login_records (user_id)         values (?)
### Cause: com.mysql.jdbc.exceptions.MySQLIntegrityConstraintViolationException: Cannot add or update a child row: a foreign key constraint fails (`lixue`.`login_records`, CONSTRAINT `user` FOREIGN KEY (`user_id`) REFERENCES `user` (`id`) ON DELETE CASCADE ON UPDATE CASCADE)
; Cannot add or update a child row: a foreign key constraint fails (`lixue`.`login_records`, CONSTRAINT `user` FOREIGN KEY (`user_id`) REFERENCES `user` (`id`) ON DELETE CASCADE ON UPDATE CASCADE); nested exception is com.mysql.jdbc.exceptions.MySQLIntegrityConstraintViolationException: Cannot add or update a child row: a foreign key constraint fails (`lixue`.`login_records`, CONSTRAINT `user` FOREIGN KEY (`user_id`) REFERENCES `user` (`id`) ON DELETE CASCADE ON UPDATE CASCADE)]
2019-05-16 21:20:31.096 [Thread-32] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-05-16 21:20:31.266 [Thread-32] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2019-05-16 21:20:37.058 [restartedMain] INFO  xyh.LixueApplication - Starting LixueApplication on DESKTOP-P1GCRLJ with PID 13608 (D:\lixue\target\classes started by XiangYida in D:\lixue)
2019-05-16 21:20:37.073 [restartedMain] INFO  xyh.LixueApplication - No active profile set, falling back to default profiles: default
2019-05-16 21:20:37.624 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2019-05-16 21:20:37.626 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2019-05-16 21:20:38.854 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-05-16 21:20:38.856 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-05-16 21:20:38.942 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 81ms. Found 1 repository interfaces.
2019-05-16 21:20:38.965 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-05-16 21:20:38.966 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-05-16 21:20:38.978 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface xyh.lixue.searchProblem.service.ProblemRepository.
2019-05-16 21:20:38.978 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 12ms. Found 0 repository interfaces.
2019-05-16 21:20:38.987 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-05-16 21:20:38.988 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-05-16 21:20:39.005 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface xyh.lixue.searchProblem.service.ProblemRepository.
2019-05-16 21:20:39.006 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 12ms. Found 0 repository interfaces.
2019-05-16 21:20:39.450 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$7ade616e] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-05-16 21:20:40.206 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2019-05-16 21:20:40.224 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2019-05-16 21:20:40.235 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-05-16 21:20:40.235 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.17]
2019-05-16 21:20:40.426 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/lixue] - Initializing Spring embedded WebApplicationContext
2019-05-16 21:20:40.427 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2800 ms
2019-05-16 21:20:41.822 [restartedMain] INFO  org.mongodb.driver.cluster - Cluster created with settings {hosts=[127.0.0.1:27017], mode=MULTIPLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms', maxWaitQueueSize=500}
2019-05-16 21:20:41.822 [restartedMain] INFO  org.mongodb.driver.cluster - Adding discovered server 127.0.0.1:27017 to client view of cluster
2019-05-16 21:20:41.901 [cluster-ClusterId{value='5cdd63a9c40ea935284d4f0b', description='null'}-127.0.0.1:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:12}] to 127.0.0.1:27017
2019-05-16 21:20:41.907 [cluster-ClusterId{value='5cdd63a9c40ea935284d4f0b', description='null'}-127.0.0.1:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=127.0.0.1:27017, type=STANDALONE, state=CONNECTED, ok=true, version=ServerVersion{versionList=[4, 0, 9]}, minWireVersion=0, maxWireVersion=7, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=3740373}
2019-05-16 21:20:41.909 [cluster-ClusterId{value='5cdd63a9c40ea935284d4f0b', description='null'}-127.0.0.1:27017] INFO  org.mongodb.driver.cluster - Discovered cluster type of STANDALONE
2019-05-16 21:20:42.150 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2019-05-16 21:20:42.823 [restartedMain] INFO  org.elasticsearch.plugins.PluginsService - no modules loaded
2019-05-16 21:20:42.824 [restartedMain] INFO  org.elasticsearch.plugins.PluginsService - loaded plugin [org.elasticsearch.index.reindex.ReindexPlugin]
2019-05-16 21:20:42.824 [restartedMain] INFO  org.elasticsearch.plugins.PluginsService - loaded plugin [org.elasticsearch.join.ParentJoinPlugin]
2019-05-16 21:20:42.824 [restartedMain] INFO  org.elasticsearch.plugins.PluginsService - loaded plugin [org.elasticsearch.percolator.PercolatorPlugin]
2019-05-16 21:20:42.825 [restartedMain] INFO  org.elasticsearch.plugins.PluginsService - loaded plugin [org.elasticsearch.script.mustache.MustachePlugin]
2019-05-16 21:20:42.825 [restartedMain] INFO  org.elasticsearch.plugins.PluginsService - loaded plugin [org.elasticsearch.transport.Netty4Plugin]
2019-05-16 21:20:44.490 [restartedMain] INFO  o.s.d.e.client.TransportClientFactoryBean - Adding transport node : 123.207.11.229:9300
2019-05-16 21:20:46.344 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-05-16 21:20:47.083 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2019-05-16 21:20:47.106 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '/lixue'
2019-05-16 21:20:47.110 [restartedMain] INFO  xyh.LixueApplication - Started LixueApplication in 11.03 seconds (JVM running for 14.02)
2019-05-16 21:20:47.171 [restartedMain] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2019-05-16 21:20:47.233 [restartedMain] DEBUG xyh.lixue.user.mapper.UserMapper.getAllUser - ==>  Preparing: select * from user 
2019-05-16 21:20:47.247 [restartedMain] DEBUG xyh.lixue.user.mapper.UserMapper.getAllUser - ==> Parameters: 
2019-05-16 21:20:47.264 [restartedMain] DEBUG xyh.lixue.user.mapper.UserMapper.getAllUser - <==      Total: 3
2019-05-16 21:21:02.670 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/lixue] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-05-16 21:21:02.670 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2019-05-16 21:21:02.687 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 17 ms
2019-05-16 21:21:02.732 [http-nio-8080-exec-1] INFO  xyh.lixue.common.aspect.WebAspect - URL----> http://127.0.0.1:8080/lixue/user/login/test1111
2019-05-16 21:21:02.732 [http-nio-8080-exec-1] INFO  xyh.lixue.common.aspect.WebAspect - IP----> 127.0.0.1
2019-05-16 21:21:11.432 [http-nio-8080-exec-1] DEBUG xyh.lixue.user.mapper.UserMapper.insertUser - ==>  Preparing: insert into user (id, name) VALUES (?, ?) 
2019-05-16 21:21:34.143 [http-nio-8080-exec-1] INFO  xyh.lixue.common.aspect.WebAspect - RequestTimeConsuming----> 31412 ms
2019-05-16 21:21:45.275 [http-nio-8080-exec-1] ERROR xyh.lixue.common.exception.LixueException - nested exception is org.apache.ibatis.reflection.ReflectionException: There is no getter for property named 'getId' in 'class xyh.lixue.user.entity.User'
2019-05-16 21:21:45.281 [http-nio-8080-exec-1] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [org.mybatis.spring.MyBatisSystemException: nested exception is org.apache.ibatis.reflection.ReflectionException: There is no getter for property named 'getId' in 'class xyh.lixue.user.entity.User']
2019-05-16 21:21:46.027 [Thread-29] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-05-16 21:21:46.226 [Thread-29] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2019-05-16 21:21:54.269 [restartedMain] INFO  xyh.LixueApplication - Starting LixueApplication on DESKTOP-P1GCRLJ with PID 14488 (D:\lixue\target\classes started by XiangYida in D:\lixue)
2019-05-16 21:21:54.323 [restartedMain] INFO  xyh.LixueApplication - No active profile set, falling back to default profiles: default
2019-05-16 21:21:54.644 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2019-05-16 21:21:54.644 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2019-05-16 21:21:56.989 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-05-16 21:21:56.991 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
